"","pcs_sicore","X","offre","fonction","offre_clean","sect","siren","fap2009_detaillee","fap2009_inter","fap2009_agreg"
"18537","636d",54353,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Médecine/Santé",339909723,"S1Z40","S1Z","S"
"18538","636d",23211,"Commis cuisine  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",440452522,"S1Z40","S1Z","S"
"18539","636d",12928,"Cuisinier(e), Serveur(se) (H/F)","Hôtellerie/Restauration","cuisinier serveur","",495040222,"S1Z40","S1Z","S"
"18540","636d",22764,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",522251503,"S1Z40","S1Z","S"
"18541","636d",13981,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",799450713,"S1Z40","S1Z","S"
"18542","636d",52256,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",823124789,"S1Z40","S1Z","S"
"18543","636d",56262,"Pâtissier(e) en restauration (H/F)","Hôtellerie/Restauration","patissier restauration","Hôtellerie/Restauration",353432941,"S1Z40","S1Z","S"
"18544","636d",56508,"Cuisinier de collectivité H/F","Administration/Services généraux","cuisinier collectivite","Hôtellerie/Restauration",415018464,"S1Z40","S1Z","S"
"18545","636d",51771,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",452215643,"S1Z40","S1Z","S"
"18546","636d",31854,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",790108658,"S1Z40","S1Z","S"
"18547","636d",26389,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",483472510,"S1Z40","S1Z","S"
"18548","636d",13994,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",433046588,"S1Z40","S1Z","S"
"18549","636d",14595,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",808608806,"S1Z40","S1Z","S"
"18550","636d",40238,"Commis de Cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",433189982,"S1Z40","S1Z","S"
"18551","636d",14349,"Cuisinier qualifié  (H/F)","Hôtellerie/Restauration","cuisinier qualifie","Hôtellerie/Restauration",492313572,"S1Z40","S1Z","S"
"18552","636d",13256,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Tourisme",432939973,"S1Z40","S1Z","S"
"18553","636d",37608,"Cuisinier pizzaiolo  (H/F)","Hôtellerie/Restauration","cuisinier pizzaiolo","Hôtellerie/Restauration",810798710,"S1Z40","S1Z","S"
"18554","636d",44963,"Aide de cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",380559625,"S1Z40","S1Z","S"
"18555","636d",32265,"Cuisinier(e)  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",492864632,"S1Z40","S1Z","S"
"18556","636d",50855,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",454000670,"S1Z40","S1Z","S"
"18557","636d",25373,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",510465859,"S1Z40","S1Z","S"
"18558","636d",9179,"Personnel de cuisine (H/F)","","personnel cuisine","Hôtellerie/Restauration",491075487,"S1Z40","S1Z","S"
"18559","636d",16630,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",429955297,"S1Z40","S1Z","S"
"18560","636d",12994,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",418092615,"S1Z40","S1Z","S"
"18561","636d",54544,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",821030541,"S1Z40","S1Z","S"
"18562","636d",34019,"Cuisinier/préparateur  (H/F)","Hôtellerie/Restauration","cuisinier preparateur","Hôtellerie/Restauration",531264117,"S1Z40","S1Z","S"
"18563","636d",43324,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",402757397,"S1Z40","S1Z","S"
"18564","636d",56811,"Cuisinier/second de cuisine (H/F)","Hôtellerie/Restauration","cuisinier second cuisine","Hôtellerie/Restauration",808335418,"S1Z40","S1Z","S"
"18565","636d",29834,"Cuisinier/traiteur (H/F)","Hôtellerie/Restauration","cuisinier traiteur","Hôtellerie/Restauration",753865047,"S1Z40","S1Z","S"
"18566","636d",5101,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",448460576,"S1Z40","S1Z","S"
"18567","636d",11422,"Second(e) de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",820835593,"S1Z40","S1Z","S"
"18568","636d",47219,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",305933004,"S1Z40","S1Z","S"
"18569","636d",25227,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",391664539,"S1Z40","S1Z","S"
"18570","636d",40740,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",777137704,"S1Z40","S1Z","S"
"18571","636d",18262,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",823224456,"S1Z40","S1Z","S"
"18572","636d",43659,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",438592743,"S1Z40","S1Z","S"
"18573","636d",4051,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",420309767,"S1Z40","S1Z","S"
"18574","636d",5664,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",802863399,"S1Z40","S1Z","S"
"18575","636d",46129,"Cuisinier/ Pizzaoilo (H/F)","Hôtellerie/Restauration","cuisinier  pizzaoilo","Hôtellerie/Restauration",504363086,"S1Z40","S1Z","S"
"18576","636d",39164,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",814310306,"S1Z40","S1Z","S"
"18577","636d",46736,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Services publics/Administrations",262100183,"S1Z40","S1Z","S"
"18578","636d",54350,"Cuisinier (H/F)","","cuisinier","",282900455,"S1Z40","S1Z","S"
"18579","636d",33693,"Commis cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",418908158,"S1Z40","S1Z","S"
"18580","636d",44072,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Commerce/Distribution",800723199,"S1Z40","S1Z","S"
"18581","636d",15522,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Services publics/Administrations",266900133,"S1Z40","S1Z","S"
"18582","636d",49376,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",662025196,"S1Z40","S1Z","S"
"18583","636d",42451,"Cdd cuisiner (H/F)","Hôtellerie/Restauration","cdd cuisiner","Hôtellerie/Restauration",789960705,"S1Z40","S1Z","S"
"18584","636d",53795,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Commerce/Distribution",305820649,"S1Z40","S1Z","S"
"18585","636d",3334,"Pizzaiolo  (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",525224820,"S1Z40","S1Z","S"
"18586","636d",11475,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",818375016,"S1Z40","S1Z","S"
"18587","636d",35660,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",662025196,"S1Z40","S1Z","S"
"18588","636d",34437,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",445364342,"S1Z40","S1Z","S"
"18589","636d",6498,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",413901760,"S1Z40","S1Z","S"
"18590","636d",23509,"Personnel de cuisine (H/F)","Hôtellerie/Restauration","personnel cuisine","Hôtellerie/Restauration",479128035,"S1Z40","S1Z","S"
"18591","636d",48654,"Cuisinier (e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",390266294,"S1Z40","S1Z","S"
"18592","636d",55108,"Aide de cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",322283318,"S1Z40","S1Z","S"
"18593","636d",44570,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",821536372,"S1Z40","S1Z","S"
"18594","636d",21201,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",800080806,"S1Z40","S1Z","S"
"18595","636d",23549,"Cuisinier en collectivite (H/F)","","cuisinier collectivite","Médecine/Santé",453966145,"S1Z40","S1Z","S"
"18596","636d",20516,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",488226689,"S1Z40","S1Z","S"
"18597","636d",8807,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",481411809,"S1Z40","S1Z","S"
"18598","636d",30113,"Cuisiniste Qualifié et Motivé (H/F)","Commercial/Vente","cuisiniste qualifie motive","Commerce/Distribution",950617233,"S1Z40","S1Z","S"
"18599","636d",54131,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",263600090,"S1Z40","S1Z","S"
"18600","636d",12337,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",424436053,"S1Z40","S1Z","S"
"18601","636d",27288,"Pizzaiolo (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",799561196,"S1Z40","S1Z","S"
"18602","636d",19632,"Cuisinier polyvalent (H/F)","Hôtellerie/Restauration","cuisinier polyvalent","Hôtellerie/Restauration",819184110,"S1Z40","S1Z","S"
"18603","636d",36396,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",812019040,"S1Z40","S1Z","S"
"18604","636d",27455,"Cuisinier (H/F)","","cuisinier","Hôtellerie/Restauration",529620486,"S1Z40","S1Z","S"
"18605","636d",43854,"Pizzaiolo /la (H/F)","Hôtellerie/Restauration","pizzaiolo  la","Hôtellerie/Restauration",811290097,"S1Z40","S1Z","S"
"18606","636d",55347,"Cuisinier traiteur (H/F)","Hôtellerie/Restauration","cuisinier traiteur","Hôtellerie/Restauration",531674992,"S1Z40","S1Z","S"
"18607","636d",44548,"Second DE CUISINE (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",410270136,"S1Z40","S1Z","S"
"18608","636d",14336,"Cuisinier/second de cuisine  (H/F)","Hôtellerie/Restauration","cuisinier second cuisine","Hôtellerie/Restauration",492313572,"S1Z40","S1Z","S"
"18609","636d",10570,"Cuisinier de Collectivité (H/F)","Administration/Services généraux","cuisinier collectivite","Hôtellerie/Restauration",415018464,"S1Z40","S1Z","S"
"18610","636d",4817,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",813215654,"S1Z40","S1Z","S"
"18611","636d",20977,"Cuisinier(ère) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",438179277,"S1Z40","S1Z","S"
"18612","636d",54871,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",343236295,"S1Z40","S1Z","S"
"18613","636d",57424,"Ecailler h/f","Administration/Services généraux","ecailler","Commerce/Distribution",415018464,"S1Z40","S1Z","S"
"18614","636d",7167,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",391700051,"S1Z40","S1Z","S"
"18615","636d",44229,"Cuisinier(e) et serveur(se) (H/F)","Hôtellerie/Restauration","cuisinier serveur","Hôtellerie/Restauration",535316939,"S1Z40","S1Z","S"
"18616","636d",30703,"Aide cuisinier (H/F)","Hôtellerie/Restauration","aide cuisinier","Hôtellerie/Restauration",530926641,"S1Z40","S1Z","S"
"18617","636d",47985,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",809810849,"S1Z40","S1Z","S"
"18618","636d",27867,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",445350358,"S1Z40","S1Z","S"
"18619","636d",21017,"Pizzaiolo (H/F)","","pizzaiolo","",790284525,"S1Z40","S1Z","S"
"18620","636d",47623,"Cuisinier(e) collectivité - CDI Temps plein (H/F)","Hôtellerie/Restauration","cuisinier collectivite cdi temps plein","Hôtellerie/Restauration",528278005,"S1Z40","S1Z","S"
"18621","636d",29489,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",793008517,"S1Z40","S1Z","S"
"18622","636d",4466,"Second cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",487523466,"S1Z40","S1Z","S"
"18623","636d",21359,"Commis de cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",810319723,"S1Z40","S1Z","S"
"18624","636d",32325,"Cuisinier pizzailo (H/F)","Hôtellerie/Restauration","cuisinier pizzailo","Hôtellerie/Restauration",792043366,"S1Z40","S1Z","S"
"18625","636d",32287,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",791025695,"S1Z40","S1Z","S"
"18626","636d",32538,"Commis de cuisine  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",388226268,"S1Z40","S1Z","S"
"18627","636d",54039,"Employé(e) polyvalent(e) cuisine et salle  (H/F)","Hôtellerie/Restauration","employe polyvalent cuisine","Hôtellerie/Restauration",326390713,"S1Z40","S1Z","S"
"18628","636d",9208,"Cuisinier(e)/ Traiteur(e) (H/F)","","cuisinier traiteur","Commerce/Distribution",479762502,"S1Z40","S1Z","S"
"18629","636d",57076,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",532780566,"S1Z40","S1Z","S"
"18630","636d",54529,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",803425701,"S1Z40","S1Z","S"
"18631","636d",48336,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",799516489,"S1Z40","S1Z","S"
"18632","636d",58179,"Cuisinièr(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",809192966,"S1Z40","S1Z","S"
"18633","636d",14763,"Commis de cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",498390558,"S1Z40","S1Z","S"
"18634","636d",8244,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",444889042,"S1Z40","S1Z","S"
"18635","636d",56314,"Cuisinier (H/F)","","cuisinier","Services",789695145,"S1Z40","S1Z","S"
"18636","636d",8441,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",451765168,"S1Z40","S1Z","S"
"18637","636d",9703,"Pizzaiola (H/F)","","pizzaiola","Hôtellerie/Restauration",482909249,"S1Z40","S1Z","S"
"18638","636d",23391,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",417969342,"S1Z40","S1Z","S"
"18639","636d",23313,"Cuisinier(e) /pizzaiolo(a) CDI (H/F)","Hôtellerie/Restauration","cuisinier  pizzaiolo cdi","Hôtellerie/Restauration",750747636,"S1Z40","S1Z","S"
"18640","636d",51747,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",811124189,"S1Z40","S1Z","S"
"18641","636d",26110,"Cuisinier/ Pâtissier (H/F)","Hôtellerie/Restauration","cuisinier  patissier","Hôtellerie/Restauration",534554092,"S1Z40","S1Z","S"
"18642","636d",47978,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",533228227,"S1Z40","S1Z","S"
"18643","636d",22833,"Cuisiner (H/F)","Hôtellerie/Restauration","cuisiner","Hôtellerie/Restauration",797898160,"S1Z40","S1Z","S"
"18644","636d",27158,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",510491574,"S1Z40","S1Z","S"
"18645","636d",37488,"Cuisinier(ere) (H/F)","","cuisinier","Hôtellerie/Restauration",788809333,"S1Z40","S1Z","S"
"18646","636d",3642,"Cuisinier,serveur,barman,r  (H/F)","Hôtellerie/Restauration","cuisinier serveur barman r","Hôtellerie/Restauration",821607025,"S1Z40","S1Z","S"
"18647","636d",11296,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",482306990,"S1Z40","S1Z","S"
"18648","636d",40657,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",823459631,"S1Z40","S1Z","S"
"18649","636d",9437,"Second de cuisine  (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",349141382,"S1Z40","S1Z","S"
"18650","636d",26488,"Cuisinier de collectivité en cuisine centrale (H/F)","Hôtellerie/Restauration","cuisinier collectivite cuisine centrale","Hôtellerie/Restauration",775760960,"S1Z40","S1Z","S"
"18651","636d",51761,"Cuisinier/pizzaiolo (H/F)","Hôtellerie/Restauration","cuisinier pizzaiolo","Hôtellerie/Restauration",820541456,"S1Z40","S1Z","S"
"18652","636d",13363,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",438032369,"S1Z40","S1Z","S"
"18653","636d",53096,"Commis DE CUISINE  (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",381660208,"S1Z40","S1Z","S"
"18654","636d",10850,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",534810676,"S1Z40","S1Z","S"
"18655","636d",37665,"Cuisinier  (H/F)","","cuisinier","Hôtellerie/Restauration",788478584,"S1Z40","S1Z","S"
"18656","636d",31835,"Ecailler (H/F)","Hôtellerie/Restauration","ecailler","Hôtellerie/Restauration",819578246,"S1Z40","S1Z","S"
"18657","636d",18347,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",516220068,"S1Z40","S1Z","S"
"18658","636d",41311,"Cuisinier/pizzaiolo (H/F)","Hôtellerie/Restauration","cuisinier pizzaiolo","Hôtellerie/Restauration",437679525,"S1Z40","S1Z","S"
"18659","636d",42174,"Aide cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",504197658,"S1Z40","S1Z","S"
"18660","636d",32300,"Cuisinier de collectiivté (H/F)","Hôtellerie/Restauration","cuisinier collectiivte","Hôtellerie/Restauration",632041042,"S1Z40","S1Z","S"
"18661","636d",27032,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",423482561,"S1Z40","S1Z","S"
"18662","636d",53950,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",315145482,"S1Z40","S1Z","S"
"18663","636d",30506,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",802162321,"S1Z40","S1Z","S"
"18664","636d",50101,"Aide cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",804111599,"S1Z40","S1Z","S"
"18665","636d",46668,"Aide Cuisinier(e)  (H/F)","Hôtellerie/Restauration","aide cuisinier","Hôtellerie/Restauration",532175692,"S1Z40","S1Z","S"
"18666","636d",7183,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",339249856,"S1Z40","S1Z","S"
"18667","636d",18969,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","",353350044,"S1Z40","S1Z","S"
"18668","636d",46793,"Cuisinier (H/F)","","cuisinier","Commerce/Distribution",504428640,"S1Z40","S1Z","S"
"18669","636d",33186,"Cap cuisine  (H/F)","Hôtellerie/Restauration","cap cuisine","Hôtellerie/Restauration",791369135,"S1Z40","S1Z","S"
"18670","636d",146,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",801794629,"S1Z40","S1Z","S"
"18671","636d",20917,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",749812574,"S1Z40","S1Z","S"
"18672","636d",9714,"Cuisinier (H/F)","","cuisinier","",261800056,"S1Z40","S1Z","S"
"18673","636d",38747,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",511270068,"S1Z40","S1Z","S"
"18674","636d",54783,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",802462242,"S1Z40","S1Z","S"
"18675","636d",39218,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",811845569,"S1Z40","S1Z","S"
"18676","636d",42499,"Pizzaiolo  (H/F)","","pizzaiolo","Hôtellerie/Restauration",484262753,"S1Z40","S1Z","S"
"18677","636d",42095,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",389077025,"S1Z40","S1Z","S"
"18678","636d",7149,"Cuisinier (e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",443961131,"S1Z40","S1Z","S"
"18679","636d",20965,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",491401345,"S1Z40","S1Z","S"
"18680","636d",24610,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",818405318,"S1Z40","S1Z","S"
"18681","636d",45752,"Cuisinier (e) saisonnier (e) (H/F)","Hôtellerie/Restauration","cuisinier saisonnier","Hôtellerie/Restauration",818153264,"S1Z40","S1Z","S"
"18682","636d",8080,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",777346214,"S1Z40","S1Z","S"
"18683","636d",47934,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",418895959,"S1Z40","S1Z","S"
"18684","636d",34014,"Pizzaiolo  (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",531264117,"S1Z40","S1Z","S"
"18685","636d",17738,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",524109253,"S1Z40","S1Z","S"
"18686","636d",16838,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",391125796,"S1Z40","S1Z","S"
"18687","636d",26014,"Commis de cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",424634210,"S1Z40","S1Z","S"
"18688","636d",48476,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",815127972,"S1Z40","S1Z","S"
"18689","636d",51756,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",791623754,"S1Z40","S1Z","S"
"18690","636d",42238,"Commis(se) de cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",504947979,"S1Z40","S1Z","S"
"18691","636d",8422,"Aide de cuisine (H/F)","Hôtellerie/Restauration","aide cuisine","Hôtellerie/Restauration",442689279,"S1Z40","S1Z","S"
"18692","636d",50582,"Cuisinier  (H/F)","","cuisinier","Hôtellerie/Restauration",817940653,"S1Z40","S1Z","S"
"18693","636d",18869,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",411031370,"S1Z40","S1Z","S"
"18694","636d",28629,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",449325919,"S1Z40","S1Z","S"
"18695","636d",33085,"Cuisinier(e) (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",519419733,"S1Z40","S1Z","S"
"18696","636d",38877,"Cuisinier(ère) (H/F)","","cuisinier","Hôtellerie/Restauration",814207346,"S1Z40","S1Z","S"
"18697","636d",18470,"Cuisinier  (H/F)","","cuisinier","Hôtellerie/Restauration",523075661,"S1Z40","S1Z","S"
"18698","636d",54124,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",393966981,"S1Z40","S1Z","S"
"18699","636d",39676,"Cuisinier / pizzaiolo  (H/F)","Hôtellerie/Restauration","cuisinier pizzaiolo","Hôtellerie/Restauration",805386042,"S1Z40","S1Z","S"
"18700","636d",27284,"Cuisinier(e) pour restaurant végétarien (H/F)","Hôtellerie/Restauration","cuisinier pour restaurant vegetarien","Hôtellerie/Restauration",813464781,"S1Z40","S1Z","S"
"18701","636d",44324,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",819284787,"S1Z40","S1Z","S"
"18702","636d",41522,"Cuisinier pizzaïolo  (H/F)","","cuisinier pizzaiolo","Hôtellerie/Restauration",530757996,"S1Z40","S1Z","S"
"18703","636d",16451,"Cuisinier ou second de cuisine (H/F)","Hôtellerie/Restauration","cuisinier second cuisine","Hôtellerie/Restauration",803109172,"S1Z40","S1Z","S"
"18704","636d",11277,"Pizzaiolo (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",523199362,"S1Z40","S1Z","S"
"18705","636d",55011,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",452020993,"S1Z40","S1Z","S"
"18706","636d",9082,"Pizzaiolo (H/F)","Hôtellerie/Restauration","pizzaiolo","Hôtellerie/Restauration",752791459,"S1Z40","S1Z","S"
"18707","636d",38571,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",551620198,"S1Z40","S1Z","S"
"18708","636d",16456,"Cuisinier  (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",524998838,"S1Z40","S1Z","S"
"18709","636d",50970,"Commis de cuisine (H/F)","","commis cuisine","Hôtellerie/Restauration",419580063,"S1Z40","S1Z","S"
"18710","636d",51329,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",310923008,"S1Z40","S1Z","S"
"18711","636d",39307,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",444853238,"S1Z40","S1Z","S"
"18712","636d",14675,"Second de cuisine (H/F)","Hôtellerie/Restauration","second cuisine","Hôtellerie/Restauration",484586128,"S1Z40","S1Z","S"
"18713","636d",16861,"/Commis de/ cuisine/Le Kremlin-Bicêtre /94270/ (H/F)","Hôtellerie/Restauration","commis de  cuisine le","Hôtellerie/Restauration",347689226,"S1Z40","S1Z","S"
"18714","636d",47741,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",802560383,"S1Z40","S1Z","S"
"18715","636d",20714,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",484824669,"S1Z40","S1Z","S"
"18716","636d",9905,"Cuisinier (h/f)","Commercial/Vente","cuisinier","Hôtellerie/Restauration",819305681,"S1Z40","S1Z","S"
"18717","636d",429,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",502038227,"S1Z40","S1Z","S"
"18718","636d",37364,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",803650837,"S1Z40","S1Z","S"
"18719","636d",56721,"Cuisinier (H/F)","Hôtellerie/Restauration","cuisinier","Hôtellerie/Restauration",419778519,"S1Z40","S1Z","S"
"18720","636d",1681,"Commis de cuisine (H/F)","Hôtellerie/Restauration","commis cuisine","Hôtellerie/Restauration",532124187,"S1Z40","S1Z","S"
