"","pcs_sicore","X","offre","fonction","offre_clean","sect","siren","fap2009_detaillee","fap2009_inter","fap2009_agreg"
"5056","471a",51026,"Paysagiste (H/F)","Ouvrier/Artisan","paysagiste","Services",422893107,"A2Z70","A2Z","A"
"5057","471a",41441,"Paysagiste (H/F)","Ouvrier/Artisan","paysagiste","Services",817977820,"A2Z70","A2Z","A"
"5058","471a",20772,"Paysagiste (H/F)","","paysagiste","Agriculture",514964139,"A2Z70","A2Z","A"
"5059","471a",52194,"Maçon paysager (H/F)","Ouvrier/Artisan","paysager","BTP/Construction",423203314,"A2Z70","A2Z","A"
"5060","471a",23071,"Paysagiste (H/F)","Ouvrier/Artisan","paysagiste","Agriculture",453730111,"A2Z70","A2Z","A"
"5061","471a",57314,"Paysagiste (H/F)","","paysagiste","",338075765,"A2Z70","A2Z","A"
"5062","471b",54705,"Technicien en Agricole (H/F)","Etudes/Recherches/Ingénieries","technicien agricole","Agriculture",318404019,"A2Z70","A2Z","A"
"5063","471b",34295,"Technicien d'elevage  (H/F)","Ouvrier/Artisan","technicien elevage","Agriculture",353610702,"A2Z70","A2Z","A"
"5064","471b",7995,"Technicien d'élevage (H/F)","Production/Opérations","technicien elevage","Agriculture",198608200,"A2Z70","A2Z","A"
"5065","471b",23569,"Agent technique agricole (H/F)","","agent technique agricole","Agriculture",445275449,"A2Z70","A2Z","A"
"5066","471b",631,"Technicien (ne) Agricole (H/F)","","technicien agricole","Agriculture",351815501,"A2Z70","A2Z","A"
"5067","472a",11616,"Dessinateur projeteur beton arme confirme  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur beton arme confirme","BTP/Construction",812720191,"B6Z72","B6Z","B"
"5068","472a",35198,"Dessinateur (trice) projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",490280179,"B6Z72","B6Z","B"
"5069","472a",20113,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",331302240,"B6Z72","B6Z","B"
"5070","472a",51701,"Dessinateur(trice)/Projeteur(se) (H/F)","","dessinateur  projeteur","BTP/Construction",794283499,"B6Z72","B6Z","B"
"5071","472a",13460,"Dessinateur projeteur (h/f)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",800815375,"B6Z72","B6Z","B"
"5072","472a",34817,"Dessinateur projeteur (H/F)","Production/Opérations","dessinateur projeteur","Industrie/Environnement",572034304,"B6Z72","B6Z","B"
"5073","472a",1958,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",419884051,"B6Z72","B6Z","B"
"5074","472a",57037,"Dessinateur  en Bâtiment (H/F)","","dessinateur batiment","BTP/Construction",504020660,"B6Z72","B6Z","B"
"5075","472a",21514,"Dessinateur Projeteur (  ) (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",687280271,"B6Z72","B6Z","B"
"5076","472a",45367,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",385069166,"B6Z72","B6Z","B"
"5077","472a",680,"Technicien Bureau d'Etudes / Dessinateur PB - CVC (H/F)","Etudes/Recherches/Ingénieries","technicien bureau etudes dessinateur cvc","BTP/Construction",434285938,"B6Z72","B6Z","B"
"5078","472a",4890,"Dessinateur industriel (H/F)","Etudes/Recherches/Ingénieries","dessinateur industriel","Industrie/Environnement",397780933,"B6Z72","B6Z","B"
"5079","472a",4946,"Dessinateur de Charpentes Métalliques (H/F)","Etudes/Recherches/Ingénieries","dessinateur charpentes metalliques","BTP/Construction",448360784,"B6Z72","B6Z","B"
"5080","472a",55440,"Dessinateur Industriel (H/F)","Etudes/Recherches/Ingénieries","dessinateur industriel","Industrie/Environnement",339713836,"B6Z72","B6Z","B"
"5081","472a",25499,"Dessinateur projeteur  (H/F)","","dessinateur projeteur","Industrie/Environnement",810335737,"B6Z72","B6Z","B"
"5082","472a",2863,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",532507753,"B6Z72","B6Z","B"
"5083","472a",4198,"2 dessinateurs d'etudes  (H/F)","Etudes/Recherches/Ingénieries","dessinateurs etudes","BTP/Construction",533489480,"B6Z72","B6Z","B"
"5084","472a",22099,"DESSINATEUR Charpentes Métalliques H/F","Administration/Services généraux","dessinateur charpentes metalliques","BTP/Construction",415018464,"B6Z72","B6Z","B"
"5085","472a",31607,"Dessinateur industriel H/F","Direction Générale","dessinateur industriel","Industrie/Environnement",415018464,"B6Z72","B6Z","B"
"5086","472a",20813,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",794615450,"B6Z72","B6Z","B"
"5087","472a",22161,"Technicien Bureau d'Etudes / Dessinateur PB - CVC (H/F)","Etudes/Recherches/Ingénieries","technicien bureau etudes dessinateur cvc","BTP/Construction",434285938,"B6Z72","B6Z","B"
"5088","472a",4090,"Collaborateur d'architecte ou Architecte (H/F)","Etudes/Recherches/Ingénieries","collaborateur architecte architecte","BTP/Construction",812284818,"B6Z72","B6Z","B"
"5089","472a",8073,"Dessinateur en Architecture  (H/F)","Etudes/Recherches/Ingénieries","dessinateur architecture","Services",802112581,"B6Z72","B6Z","B"
"5090","472a",51515,"Dessinateur projeteur  (H/F)","Ouvrier/Artisan","dessinateur projeteur","BTP/Construction",750741951,"B6Z72","B6Z","B"
"5091","472a",3413,"Dessinateur concepteur en batiment (H/F)","Etudes/Recherches/Ingénieries","dessinateur concepteur batiment","BTP/Construction",799262274,"B6Z72","B6Z","B"
"5092","472a",58846,"Dessinateur en agencement (H/F)","","dessinateur agencement","",528727456,"B6Z72","B6Z","B"
"5093","472a",45099,"Dessinateur/projeteur (H/F)","","dessinateur projeteur","",333443588,"B6Z72","B6Z","B"
"5094","472a",21345,"Technicien dao (h/f)","Administration/Services généraux","technicien dao","Services",415018464,"B6Z72","B6Z","B"
"5095","472a",25397,"Projeteur H/F","Etudes/Recherches/Ingénieries","projeteur","Immobilier",415018464,"B6Z72","B6Z","B"
"5096","472a",18357,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",325539609,"B6Z72","B6Z","B"
"5097","472a",35974,"Dessinateur Industriel Bureau d'études (H/F)","Etudes/Recherches/Ingénieries","dessinateur industriel bureau etudes","Transport/Logistique",530319961,"B6Z72","B6Z","B"
"5098","472a",37733,"Dessinateur projeteur  (H/F)","","dessinateur projeteur","Industrie/Environnement",817394489,"B6Z72","B6Z","B"
"5099","472a",17950,"Dessinateur cartographe h/f","Administration/Services généraux","dessinateur cartographe","BTP/Construction",415018464,"B6Z72","B6Z","B"
"5100","472a",34802,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",343817730,"B6Z72","B6Z","B"
"5101","472a",20343,"Dessinateur bureau etudes h/f","Sécurité/Défense/Gardiennage","dessinateur bureau etudes","Industrie/Environnement",415018464,"B6Z72","B6Z","B"
"5102","472a",40871,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",315695767,"B6Z72","B6Z","B"
"5103","472a",34146,"Dessinateur du Batiment (Maison individuelle) (H/F)","Etudes/Recherches/Ingénieries","dessinateur batiment","BTP/Construction",811316173,"B6Z72","B6Z","B"
"5104","472a",22521,"Dessinateur(trice) industriel(le) (H/F)","Production/Opérations","dessinateur industriel","Industrie/Environnement",441245933,"B6Z72","B6Z","B"
"5105","472a",5001,"Dessinateur(trice) Bâtiment (H/F)","Informatique/Internet","dessinateur batiment","Immobilier",820911014,"B6Z72","B6Z","B"
"5106","472a",57059,"Dessinateur projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",607020245,"B6Z72","B6Z","B"
"5107","472a",50201,"Dessinateur industriel  (H/F)","Etudes/Recherches/Ingénieries","dessinateur industriel","Industrie/Environnement",340054295,"B6Z72","B6Z","B"
"5108","472a",13428,"Projeteur/dessinateur h/f","Production/Opérations","projeteur dessinateur","Industrie/Environnement",808979157,"B6Z72","B6Z","B"
"5109","472a",27853,"Dessinateur projeteur (H/F)","","dessinateur projeteur","",418154704,"B6Z72","B6Z","B"
"5110","472a",18252,"Formation ""DESSINATEUR DU BÂTIMENT"" (H/F)","","formation  dessinateur batiment","BTP/Construction",197825870,"B6Z72","B6Z","B"
"5111","472a",32225,"Dessinateur industriel (H/F)","Etudes/Recherches/Ingénieries","dessinateur industriel","Industrie/Environnement",334353570,"B6Z72","B6Z","B"
"5112","472a",23887,"Dessinateur projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",339818395,"B6Z72","B6Z","B"
"5113","472a",38383,"Dessinateur industriel  (H/F)","","dessinateur industriel","Industrie/Environnement",424831808,"B6Z72","B6Z","B"
"5114","472a",40854,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",488530718,"B6Z72","B6Z","B"
"5115","472a",9876,"Dessinateur / Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",392949392,"B6Z72","B6Z","B"
"5116","472a",46585,"Dessinateur Projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",814637021,"B6Z72","B6Z","B"
"5117","472a",25677,"Dessinateur projeteur h/f","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",722045622,"B6Z72","B6Z","B"
"5118","472a",27906,"Dessinateur / Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",814168670,"B6Z72","B6Z","B"
"5119","472a",30573,"Dessinateur charpentes metalliques (H/F)","","dessinateur charpentes metalliques","BTP/Construction",433005733,"B6Z72","B6Z","B"
"5120","472a",6640,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",418361853,"B6Z72","B6Z","B"
"5121","472a",57140,"Dessinateur projeteur (h/f)","Informatique/Internet","dessinateur projeteur","Industrie/Environnement",337080543,"B6Z72","B6Z","B"
"5122","472a",10972,"Dessinateur(rice)-projeteur(se) H/F","Etudes/Recherches/Ingénieries","dessinateur  projeteur","Services publics/Administrations",415018464,"B6Z72","B6Z","B"
"5123","472a",20697,"Dessinateur industriel h/f","Etudes/Recherches/Ingénieries","dessinateur industriel","BTP/Construction",722045622,"B6Z72","B6Z","B"
"5124","472a",26550,"Dessinateur en bureau d'étude (H/F)","Etudes/Recherches/Ingénieries","dessinateur bureau etude","BTP/Construction",381680289,"B6Z72","B6Z","B"
"5125","472a",31381,"Dessinateur projeteur batiment h/f","Etudes/Recherches/Ingénieries","dessinateur projeteur batiment","BTP/Construction",722045622,"B6Z72","B6Z","B"
"5126","472a",41118,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",507771483,"B6Z72","B6Z","B"
"5127","472a",8717,"Dessinateur/projeteur/calculateur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur calculateur","BTP/Construction",379592769,"B6Z72","B6Z","B"
"5128","472a",49504,"Dessinateur projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",493801641,"B6Z72","B6Z","B"
"5129","472a",29087,"Dessinateur industriel (H/F)","Etudes/Recherches/Ingénieries","dessinateur industriel","BTP/Construction",480607993,"B6Z72","B6Z","B"
"5130","472a",1264,"Dessinateur projeteurs h/f","Production/Opérations","dessinateur projeteurs","Services",414480103,"B6Z72","B6Z","B"
"5131","472a",10816,"Dessinateur - projeteur (H/F)","","dessinateur projeteur","BTP/Construction",871500575,"B6Z72","B6Z","B"
"5132","472a",50185,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",817979792,"B6Z72","B6Z","B"
"5133","472a",2854,"Projeteur (H/F)","Etudes/Recherches/Ingénieries","projeteur","BTP/Construction",57500902,"B6Z72","B6Z","B"
"5134","472a",16263,"Dessinateur-Projeteur (H/F)","Production/Opérations","dessinateur projeteur","Industrie/Environnement",790123848,"B6Z72","B6Z","B"
"5135","472a",34359,"Dessinateur - Projeteur en Béton Armé (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur beton arme","BTP/Construction",397647934,"B6Z72","B6Z","B"
"5136","472a",32298,"Dessinateur projeteur (H/F)","","dessinateur projeteur","Industrie/Environnement",379846827,"B6Z72","B6Z","B"
"5137","472a",27306,"Dessinateur / Projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",403886393,"B6Z72","B6Z","B"
"5138","472a",8095,"Dessinateur projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","",527480529,"B6Z72","B6Z","B"
"5139","472a",12054,"Un(e) dessinateur(trice) projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",342130887,"B6Z72","B6Z","B"
"5140","472a",18919,"Dessinateur industriel (h/f)","Marketing/Communication","dessinateur industriel","Industrie/Environnement",337080543,"B6Z72","B6Z","B"
"5141","472a",41217,"Dessinateur/Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",384904272,"B6Z72","B6Z","B"
"5142","472a",56950,"Dessinateur-projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",395156839,"B6Z72","B6Z","B"
"5143","472a",2393,"Dessinateur Projeteur H/F","Comptabilité/Gestion/Finance","dessinateur projeteur","BTP/Construction",414480103,"B6Z72","B6Z","B"
"5144","472a",16123,"Un(e) dessinateur(trice) projeteur(se)  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",384138525,"B6Z72","B6Z","B"
"5145","472a",17035,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",814666897,"B6Z72","B6Z","B"
"5146","472a",16725,"Dessinateur Projeteur (H/F)","","dessinateur projeteur","",820541316,"B6Z72","B6Z","B"
"5147","472a",24863,"Technicien bureau etudes / dessinateur (H/F)","Etudes/Recherches/Ingénieries","technicien bureau etudes dessinateur","Commerce/Distribution",493255236,"B6Z72","B6Z","B"
"5148","472a",2227,"Dessinateur industriel (H/F)","","dessinateur industriel","BTP/Construction",447522384,"B6Z72","B6Z","B"
"5149","472a",56596,"Dessinataur projecteur h/f","Marketing/Communication","dessinataur projecteur","BTP/Construction",339799777,"B6Z72","B6Z","B"
"5150","472a",57002,"Dessinateur bureau d'études BTP H/F","Etudes/Recherches/Ingénieries","dessinateur bureau etudes btp","BTP/Construction",415018464,"B6Z72","B6Z","B"
"5151","472a",11891,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",958508681,"B6Z72","B6Z","B"
"5152","472a",6710,"Dessinateur projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",444405351,"B6Z72","B6Z","B"
"5153","472a",46629,"Dessinateur charpente metallique (H/F)","Administration/Services généraux","dessinateur charpente metallique","BTP/Construction",388377178,"B6Z72","B6Z","B"
"5154","472a",8953,"Dessinateur projeteur (AUTOCAD) (H/F)","","dessinateur projeteur","BTP/Construction",411010424,"B6Z72","B6Z","B"
"5155","472a",51270,"Dessinateur charpente métallique (H/F)","Etudes/Recherches/Ingénieries","dessinateur charpente metallique","BTP/Construction",522913714,"B6Z72","B6Z","B"
"5156","472a",33831,"Dessinateur/Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",482027240,"B6Z72","B6Z","B"
"5157","472a",30410,"Dessinateur projeteur (H/F)","","dessinateur projeteur","BTP/Construction",342839495,"B6Z72","B6Z","B"
"5158","472a",21497,"Dessinateurs projeteur (H/F)","","dessinateurs projeteur","BTP/Construction",439070244,"B6Z72","B6Z","B"
"5159","472a",32348,"Dessinateur/projeteur  (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","",381774256,"B6Z72","B6Z","B"
"5160","472a",6832,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",348003922,"B6Z72","B6Z","B"
"5161","472a",26753,"Dessinateur Projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","BTP/Construction",433332996,"B6Z72","B6Z","B"
"5162","472a",42721,"Dessinateur - projeteur (H/F)","Production/Opérations","dessinateur projeteur","BTP/Construction",799221023,"B6Z72","B6Z","B"
"5163","472a",32703,"Dessinateur / projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",397506288,"B6Z72","B6Z","B"
"5164","472a",18817,"Dessinateur-projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Industrie/Environnement",807422803,"B6Z72","B6Z","B"
"5165","472a",4579,"Dessinateur industriel en bureau d'etudes h/f","Etudes/Recherches/Ingénieries","dessinateur industriel bureau etudes","Industrie/Environnement",810907873,"B6Z72","B6Z","B"
"5166","472a",36080,"Dessinateur bureau d'étude (H/F)","Etudes/Recherches/Ingénieries","dessinateur bureau etude","BTP/Construction",434133690,"B6Z72","B6Z","B"
"5167","472a",3608,"Dessinateur batiment (h/f)","Marketing/Communication","dessinateur batiment","BTP/Construction",528808702,"B6Z72","B6Z","B"
"5168","472a",44807,"Dessinateur / projeteur (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","",393498779,"B6Z72","B6Z","B"
"5169","472a",33860,"DESSINATEUR INDUSTRIEL  (H/F)","","dessinateur industriel","",402350730,"B6Z72","B6Z","B"
"5170","472a",11224,"Dessinateur projeteur (H/F)","Production/Opérations","dessinateur projeteur","Commerce/Distribution",529534042,"B6Z72","B6Z","B"
"5171","472a",25082,"Dessinateur(trice) / Projeteur (trice) (H/F)","Etudes/Recherches/Ingénieries","dessinateur projeteur","Immobilier",494392632,"B6Z72","B6Z","B"
